name,id,nametype,recclass,fall,year,reclat,reclong,mass (Kg)
Yamato 86556,30062,Valid,OC,Found,1986,-71.5,35.66667,0.0011
Yamato 86557,30063,Valid,OC,Found,1986,-71.5,35.66667,0.00066
Yamato 86558,30064,Valid,OC,Found,1986,-71.5,35.66667,0.00123
Yamato 86570,30076,Valid,OC,Found,1986,-71.5,35.66667,0.00076
Yamato 86559,30065,Valid,OC,Found,1986,-71.5,35.66667,0.001
Yamato 86561,30067,Valid,OC,Found,1986,-71.5,35.66667,0.00206
Yamato 86562,30068,Valid,OC,Found,1986,-71.5,35.66667,0.0016799999999999999
Yamato 86563,30069,Valid,OC,Found,1986,-71.5,35.66667,0.00121
Yamato 86564,30070,Valid,OC,Found,1986,-71.5,35.66667,0.00064
Lewis Cliff 86014,12954,Valid,OC,Found,1986,-84.25702,161.3452,0.6624
Yamato 86565,30071,Valid,OC,Found,1986,-71.5,35.66667,0.00125
Yamato 86566,30072,Valid,OC,Found,1986,-71.5,35.66667,0.0008
Yamato 86567,30073,Valid,OC,Found,1986,-71.5,35.66667,0.0020299999999999997
Yamato 86568,30074,Valid,OC,Found,1986,-71.5,35.66667,0.0011200000000000001
Yamato 86560,30066,Valid,OC,Found,1986,-71.5,35.66667,0.00132
Lewis Cliff 86031,12970,Valid,OC,Found,1986,-84.27373,161.69192,0.0745
Laochenzhen,12466,Valid,OC,Fell,1987,33.13333,115.16667,14.25
Lewis Cliff 87241,13702,Relict,UN,Found,1987,-84.34563,161.31058,0.0005
Lewis Cliff 87070,13543,Valid,OC,Found,1987,-84.25501,161.43314,0.0026
Allan Hills 87906,1044,Valid,OC,Found,1987,-76.71667,159.66667,0.0516
Lewis Cliff 87107,13578,Valid,OC,Found,1987,-84.25423,161.39817,0.020399999999999998
Lewis Cliff 87108,13579,Valid,OC,Found,1987,-84.25312,161.39355,0.0073
Lewis Cliff 87109,13580,Valid,UN,Found,1987,-84.25416,161.40847,0.0009
Lewis Cliff 87110,13581,Valid,OC,Found,1987,-84.25328,161.40596,0.0123
Lewis Cliff 87112,13582,Valid,OC,Found,1987,-84.25469,161.4102,0.008
Lewis Cliff 87113,13583,Valid,OC,Found,1987,-84.36326,161.26607,0.0978
Lewis Cliff 87114,13584,Valid,OC,Found,1987,-84.36538,161.36975,0.0031
Lewis Cliff 87115,13585,Valid,OC,Found,1987,-84.25321,161.39572,0.0304
Lewis Cliff 87116,13586,Valid,OC,Found,1987,-84.25419,161.40837,0.0066
Lewis Cliff 87118,13588,Valid,OC,Found,1987,-84.36589,161.18416,0.0272
Lewis Cliff 87119,13589,Valid,EC,Found,1987,-84.25369,161.40591,0.012
Lewis Cliff 87120,13590,Valid,OC,Found,1987,-84.25385,161.40095,0.0063
Lewis Cliff 87121,13591,Valid,OC,Found,1987,-84.2546,161.419,0.0038
Lewis Cliff 87122,13592,Valid,OC,Found,1987,-84.25328,161.42077,0.0021000000000000003
Lewis Cliff 87123,13593,Valid,OC,Found,1987,-84.25356,161.40979,0.0439
Lewis Cliff 87106,13577,Valid,OC,Found,1987,-84.34434,161.37806,0.08159999999999999
Lewis Cliff 87105,13576,Valid,OC,Found,1987,-84.25403,161.39633,0.0159
Lewis Cliff 87104,13575,Valid,OC,Found,1987,-84.34184,161.40539,0.0096
Lewis Cliff 87102,13574,Valid,OC,Found,1987,-84.25369,161.40946,0.0158
Lewis Cliff 87085,13558,Valid,OC,Found,1987,-84.25442,161.36757,0.009300000000000001
Lewis Cliff 87086,13559,Valid,OC,Found,1987,-84.25428,161.38454,0.008
Lewis Cliff 87087,13560,Valid,OC,Found,1987,-84.25319,161.39534,0.023
Lewis Cliff 87088,13561,Valid,OC,Found,1987,-84.25384,161.40019,0.0127
Lewis Cliff 87089,13562,Valid,OC,Found,1987,-84.25477,161.41271,0.0068
Lewis Cliff 87090,13563,Valid,OC,Found,1987,-84.3405,161.39529,0.0125
Lewis Cliff 87091,13564,Valid,OC,Found,1987,-84.34436,161.46749,0.004
Lewis Cliff 87124,13594,Valid,OC,Found,1987,-84.25397,161.4394,0.0037
Lewis Cliff 87092,13565,Valid,OC,Found,1987,-84.34426,161.41092,0.015300000000000001
Lewis Cliff 87094,13567,Valid,OC,Found,1987,-84.34026,161.40309,0.0026
Lewis Cliff 87095,13568,Valid,OC,Found,1987,-84.35064,161.38614,0.07529999999999999
Lewis Cliff 87096,13569,Valid,OC,Found,1987,-84.34494,161.41295,0.0026
Lewis Cliff 87097,13570,Valid,OC,Found,1987,-84.34436,161.46748,0.0043
Lewis Cliff 87098,13571,Valid,OC,Found,1987,-84.25429,161.39843,0.0116
Lewis Cliff 87099,13572,Valid,OC,Found,1987,-84.25309,161.40077,0.0024
Lewis Cliff 87100,13573,Valid,OC,Found,1987,-84.34527,161.30434,0.0006
Lewis Cliff 87093,13566,Valid,OC,Found,1987,-84.2533,161.41061,0.007
Lewis Cliff 87125,13595,Valid,OC,Found,1987,-84.25489,161.46072,0.0043
Lewis Cliff 87126,13596,Valid,OC,Found,1987,-84.25363,161.46833,0.0158
Lewis Cliff 87127,13597,Valid,OC,Found,1987,-84.25344,161.43918,0.0127
Lewis Cliff 87151,13618,Valid,OC,Found,1987,-84.3558,161.30629,0.0215
Lewis Cliff 87152,13619,Valid,OC,Found,1987,-84.34518,161.30575,0.0006
Lewis Cliff 87153,13620,Valid,OC,Found,1987,-84.36207,161.37196,0.0341
Lewis Cliff 87154,13621,Valid,OC,Found,1987,-84.3585,161.39491,0.061399999999999996
Lewis Cliff 87155,13622,Valid,OC,Found,1987,-84.36025,161.22818,0.054
Lewis Cliff 87156,13623,Valid,OC,Found,1987,-84.34383,161.37702,0.0005
Lewis Cliff 87157,13624,Valid,OC,Found,1987,-84.34853,161.32502,0.019399999999999997
Lewis Cliff 87150,13617,Valid,OC,Found,1987,-84.34666,161.27397,0.016800000000000002
Lewis Cliff 87158,13625,Valid,OC,Found,1987,-84.36508,161.37478,0.0289
Lewis Cliff 87160,13627,Valid,OC,Found,1987,-84.34525,161.37866,0.0006
Lewis Cliff 87161,13628,Valid,OC,Found,1987,-84.34176,161.2433,0.02
Lewis Cliff 87162,13629,Valid,OC,Found,1987,-84.34808,161.32439,0.0353
Lewis Cliff 87163,13630,Valid,OC,Found,1987,-84.35703,161.36291,0.0003
Lewis Cliff 87164,13631,Valid,OC,Found,1987,-84.34653,161.34114,0.0007
Lewis Cliff 87165,13632,Valid,AA,Found,1987,-84.34273,161.39884,0.005
Lewis Cliff 87166,13633,Valid,OC,Found,1987,-84.36777,161.29976,0.1227
Lewis Cliff 87159,13626,Valid,OC,Found,1987,-84.34634,161.25089,0.0003
Lewis Cliff 87084,13557,Valid,OC,Found,1987,-84.25361,161.37072,0.0085
Lewis Cliff 87149,13616,Valid,OC,Found,1987,-84.34235,161.26095,0.0021000000000000003
Lewis Cliff 87147,13614,Valid,OC,Found,1987,-84.36245,161.37431,0.0057
Lewis Cliff 87128,13598,Valid,OC,Found,1987,-84.25366,161.41427,0.0185
Lewis Cliff 87129,13599,Valid,OC,Found,1987,-84.25476,161.45524,0.010199999999999999
Lewis Cliff 87133,13600,Valid,OC,Found,1987,-84.25423,161.44968,0.0024
Lewis Cliff 87134,13601,Valid,OC,Found,1987,-84.25411,161.42881,0.0096
Lewis Cliff 87135,13602,Valid,OC,Found,1987,-84.25426,161.45519,0.011
Lewis Cliff 87136,13603,Valid,OC,Found,1987,-84.25435,161.41602,0.004
Lewis Cliff 87137,13604,Valid,OC,Found,1987,-84.25359,161.40915,0.0207
Lewis Cliff 87148,13615,Valid,CC,Found,1987,-84.36293,161.22363,0.0425
Lewis Cliff 87138,13605,Valid,OC,Found,1987,-84.25345,161.41661,0.004900000000000001
Lewis Cliff 87140,13607,Valid,OC,Found,1987,-84.25443,161.41696,0.0077
Lewis Cliff 87141,13608,Valid,OC,Found,1987,-84.35573,161.3572,0.0079
Lewis Cliff 87142,13609,Valid,OC,Found,1987,-84.35934,161.37322,0.0040999999999999995
Lewis Cliff 87143,13610,Valid,OC,Found,1987,-84.34934,161.32419,0.1129
Lewis Cliff 87144,13611,Valid,OC,Found,1987,-84.27242,161.72012,0.0223
Lewis Cliff 87145,13612,Valid,OC,Found,1987,-84.34528,161.37865,0.009699999999999999
Lewis Cliff 87146,13613,Valid,OC,Found,1987,-84.34646,161.32724,0.002
Lewis Cliff 87139,13606,Valid,OC,Found,1987,-84.25453,161.42763,0.0024
Lewis Cliff 87083,13556,Valid,OC,Found,1987,-84.25393,161.38384,0.0829
Lewis Cliff 87082,13555,Valid,OC,Found,1987,-84.25331,161.38968,0.0143
Lewis Cliff 87081,13554,Valid,OC,Found,1987,-84.2533,161.39064,0.024300000000000002
Lewis Cliff 87049,13523,Valid,OC,Found,1987,-84.35338,161.35777,0.3097
Lewis Cliff 87048,13522,Valid,OC,Found,1987,-84.35073,161.32162,0.2776
Lewis Cliff 87047,13521,Valid,OC,Found,1987,-84.35317,161.42588,0.4557
Lewis Cliff 87046,13520,Valid,OC,Found,1987,-84.36628,161.20142,0.4402
Lewis Cliff 87045,13519,Valid,OC,Found,1987,-84.36734,161.25271,0.24509999999999998
Lewis Cliff 87044,13518,Valid,OC,Found,1987,-84.34629,161.28953,0.5347999999999999
Lewis Cliff 87043,13517,Valid,OC,Found,1987,-84.28333,161.08333,0.2018
Lewis Cliff 87050,13524,Valid,OC,Found,1987,-84.34682,161.32187,0.12969999999999998
Lewis Cliff 87042,13516,Valid,OC,Found,1987,-84.36776,161.25817,0.21209999999999998
Lewis Cliff 87040,13514,Valid,OC,Found,1987,-84.34866,161.39599,0.4182
Lewis Cliff 87039,13513,Valid,OC,Found,1987,-84.35363,161.35933,0.30939999999999995
Lewis Cliff 87038,13512,Valid,OC,Found,1987,-84.35558,161.30681,0.42819999999999997
Lewis Cliff 87037,13511,Valid,OC,Found,1987,-84.28333,161.08333,0.2322
Lewis Cliff 87036,13510,Valid,OC,Found,1987,-84.34819,161.36359,0.2245
Lewis Cliff 87035,13509,Valid,OC,Found,1987,-84.37804,161.12475,0.4133
Lewis Cliff 87034,13508,Valid,OC,Found,1987,-84.28333,161.08333,0.7348
Lewis Cliff 87041,13515,Valid,OC,Found,1987,-84.27265,161.71794,0.18159999999999998
Lewis Cliff 87033,13507,Valid,OC,Found,1987,-84.28333,161.08333,1.2642
Lewis Cliff 87051,13525,Valid,AA,Found,1987,-84.348,161.4824,0.0006
Lewis Cliff 87053,13527,Valid,AA,Found,1987,-84.34673,161.47977,0.0004
Lewis Cliff 87069,13542,Valid,OC,Found,1987,-84.25415,161.38611,0.0103
Lewis Cliff 87068,13541,Valid,OC,Found,1987,-84.25485,161.38506,0.030100000000000002
Lewis Cliff 87066,13540,Valid,OC,Found,1987,-84.25429,161.3866,0.0072
Lewis Cliff 87065,13539,Valid,OC,Found,1987,-84.2533,161.38804,0.0060999999999999995
Lewis Cliff 87064,13538,Valid,OC,Found,1987,-84.2536,161.38995,0.0067
Lewis Cliff 87072,13545,Valid,OC,Found,1987,-84.25418,161.38986,0.0111
Lewis Cliff 87063,13537,Valid,OC,Found,1987,-84.25397,161.37394,0.025
Lewis Cliff 87052,13526,Valid,OC,Found,1987,-84.25388,161.4806,0.0028
Lewis Cliff 87062,13536,Valid,OC,Found,1987,-84.25424,161.36028,0.024
Lewis Cliff 87060,13534,Valid,OC,Found,1987,-84.34781,161.48251,0.0008
Lewis Cliff 87059,13533,Valid,OC,Found,1987,-84.34627,161.46862,0.0132
Lewis Cliff 87058,13532,Valid,OC,Found,1987,-84.25395,161.35338,0.0073
Lewis Cliff 87057,13531,Valid,UN,Found,1987,-84.34665,161.32562,0.0004
Lewis Cliff 87056,13530,Valid,AA,Found,1987,-84.34532,161.47809,0.0001
Lewis Cliff 87055,13529,Valid,OC,Found,1987,-84.38052,162.03964,0.15
Lewis Cliff 87054,13528,Valid,OC,Found,1987,-84.25427,161.47107,0.0058
Lewis Cliff 87061,13535,Valid,OC,Found,1987,-84.26002,161.36496,0.014
Lewis Cliff 87167,13634,Valid,CC,Found,1987,-84.34408,161.43646,0.0014
Lewis Cliff 87032,13506,Valid,OC,Found,1987,-84.3403,161.40292,1.5817999999999999
Lewis Cliff 87030,13504,Valid,OC,Found,1987,-84.28333,161.08333,7.9865
Lewis Cliff 87008,13483,Valid,CC,Found,1987,-84.34255,161.35696,0.0014
Lewis Cliff 87007,13482,Valid,AA,Found,1987,-84.34449,161.47054,0.0032
Lewis Cliff 87006,13481,Valid,MG,Found,1987,-84.28333,161.08333,0.2695
Lewis Cliff 87005,13480,Valid,AA,Found,1987,-84.34415,161.40939,0.0177
Lewis Cliff 87004,13479,Valid,AA,Found,1987,-84.36015,161.31654,0.2084
Lewis Cliff 87003,13478,Valid,CC,Found,1987,-84.34375,161.37554,0.0021000000000000003
Lewis Cliff 87002,13477,Valid,AA,Found,1987,-84.36388,161.27977,0.006900000000000001
Lewis Cliff 87009,13484,Valid,CC,Found,1987,-84.35688,161.29148,0.0505
Lewis Cliff 87001,13476,Valid,CC,Found,1987,-84.34355,161.36389,0.004
Lewis Cliff 87074,13547,Valid,OC,Found,1987,-84.2544,161.39124,0.0128
Lewis Cliff 87075,13548,Valid,OC,Found,1987,-84.25297,161.38359,0.013699999999999999
Lewis Cliff 87076,13549,Valid,OC,Found,1987,-84.25315,161.37159,0.0517
Lewis Cliff 87077,13550,Valid,OC,Found,1987,-84.25435,161.38585,0.008400000000000001
Lewis Cliff 87078,13551,Valid,OC,Found,1987,-84.25297,161.38362,0.0062
Lewis Cliff 87079,13552,Valid,OC,Found,1987,-84.2532,161.38091,0.0052
Lewis Cliff 87080,13553,Valid,OC,Found,1987,-84.25404,161.38367,0.0106
Lewis Cliff 87073,13546,Valid,OC,Found,1987,-84.25388,161.37425,0.013300000000000001
Lewis Cliff 87031,13505,Valid,OC,Found,1987,-84.34704,161.34955,1.3151
Lewis Cliff 87010,13485,Valid,AA,Found,1987,-84.34037,161.40075,0.0026
Lewis Cliff 87012,13487,Valid,OC,Found,1987,-84.34541,161.4778,0.0011
Lewis Cliff 87029,13503,Valid,OC,Found,1987,-84.28333,161.08333,4.0266
Lewis Cliff 87028,13502,Valid,CC,Found,1987,-84.34391,161.3776,0.0012
Lewis Cliff 87027,13501,Valid,CC,Found,1987,-84.34868,161.39783,0.0008
Lewis Cliff 87026,13500,Valid,AA,Found,1987,-84.25304,161.39896,0.022699999999999998
Lewis Cliff 87025,13499,Valid,CC,Found,1987,-84.34658,161.32478,0.0009
Lewis Cliff 87023,13498,Valid,OC,Found,1987,-84.25403,161.40301,0.014
Lewis Cliff 87022,13497,Valid,CC,Found,1987,-84.34387,161.29695,0.07540000000000001
Lewis Cliff 87011,13486,Valid,AA,Found,1987,-84.34415,161.46675,0.001
Lewis Cliff 87021,13496,Valid,AA,Found,1987,-84.34472,161.47056,0.0005
Lewis Cliff 87019,13494,Valid,AA,Found,1987,-84.34738,161.48221,0.0005
Lewis Cliff 87018,13493,Valid,AA,Found,1987,-84.34665,161.48015,0.0012
Lewis Cliff 87017,13492,Valid,AA,Found,1987,-84.34415,161.46676,0.0013
Lewis Cliff 87016,13491,Valid,CC,Found,1987,-84.28333,161.08333,0.016800000000000002
Lewis Cliff 87015,13490,Valid,AA,Found,1987,-84.34489,161.47413,0.0013
Lewis Cliff 87014,13489,Valid,OC,Found,1987,-84.25364,161.35908,0.0088
Lewis Cliff 87013,13488,Valid,AA,Found,1987,-84.34415,161.46674,0.0002
Lewis Cliff 87020,13495,Valid,AA,Found,1987,-84.34492,161.47161,0.0019
Ingella Station,12034,Valid,OC,Found,1987,-25.55,142.78333,50.0
Lewis Cliff 87169,13635,Valid,OC,Found,1987,-84.36976,161.22536,0.1698
Lewis Cliff 87171,13637,Valid,OC,Found,1987,-84.35432,161.19974,0.09559999999999999
Lewis Cliff 87278,13739,Valid,OC,Found,1987,-84.27249,161.71814,0.0314
Lewis Cliff 87279,13740,Valid,OC,Found,1987,-84.36195,161.29181,0.08
Lewis Cliff 87280,13741,Valid,OC,Found,1987,-84.27289,161.7124,0.0026
Lewis Cliff 87281,13742,Valid,OC,Found,1987,-84.27307,161.70801,0.0249
Lewis Cliff 87282,13743,Valid,OC,Found,1987,-84.27251,161.71789,0.041
Lewis Cliff 87283,13744,Valid,OC,Found,1987,-84.2724,161.71845,0.033299999999999996
Lewis Cliff 87284,13745,Valid,OC,Found,1987,-84.28333,161.08333,0.0386
Lewis Cliff 87285,13746,Valid,UN,Found,1987,-84.34646,161.32157,0.0005
Lewis Cliff 87286,13747,Valid,OC,Found,1987,-84.27293,161.7105,0.0039
Lewis Cliff 87287,13748,Valid,OC,Found,1987,-84.2727,161.71481,0.0225
Lewis Cliff 87288,13749,Valid,OC,Found,1987,-84.27255,161.7162,0.0088
Lewis Cliff 87289,13750,Valid,OC,Found,1987,-84.37358,161.12355,0.0304
Lewis Cliff 87290,13751,Valid,OC,Found,1987,-84.27236,161.71826,0.0206
Lewis Cliff 87291,13752,Valid,OC,Found,1987,-84.27289,161.71234,0.061399999999999996
Lewis Cliff 87293,13753,Valid,OC,Found,1987,-84.34551,161.31021,0.0008
Lewis Cliff 87277,13738,Valid,OC,Found,1987,-84.27262,161.71756,0.0895
Lewis Cliff 87276,13737,Valid,OC,Found,1987,-84.27258,161.71625,0.011699999999999999
Lewis Cliff 87275,13736,Valid,OC,Found,1987,-84.27262,161.71596,0.0077
Lewis Cliff 87274,13735,Valid,OC,Found,1987,-84.27264,161.71623,0.0342
Lewis Cliff 87258,13719,Valid,OC,Found,1987,-84.27234,161.72047,0.055
Lewis Cliff 87259,13720,Valid,OC,Found,1987,-84.34249,161.25522,0.0096
Lewis Cliff 87260,13721,Valid,OC,Found,1987,-84.27247,161.71806,0.037
Lewis Cliff 87261,13722,Valid,OC,Found,1987,-84.27271,161.71523,0.0891
Lewis Cliff 87262,13723,Valid,OC,Found,1987,-84.27269,161.7146,0.0159
Lewis Cliff 87263,13724,Valid,OC,Found,1987,-84.34719,161.40423,0.0675
Lewis Cliff 87264,13725,Valid,OC,Found,1987,-84.3468,161.3442,0.0034
Lewis Cliff 87294,13754,Valid,AA,Found,1987,-84.34467,161.47061,0.0039
Lewis Cliff 87265,13726,Valid,OC,Found,1987,-84.27251,161.71862,0.0094
Lewis Cliff 87267,13728,Valid,OC,Found,1987,-84.27326,161.70494,0.0911
Lewis Cliff 87268,13729,Valid,OC,Found,1987,-84.27259,161.71762,0.0554
Lewis Cliff 87269,13730,Valid,OC,Found,1987,-84.2725,161.71777,0.0253
Lewis Cliff 87270,13731,Valid,OC,Found,1987,-84.27251,161.71766,0.0422
Lewis Cliff 87271,13732,Valid,CC,Found,1987,-84.34186,161.24541,0.0009
Lewis Cliff 87272,13733,Valid,OC,Found,1987,-84.2725,161.71775,0.0036
Lewis Cliff 87273,13734,Valid,OC,Found,1987,-84.27258,161.71717,0.0482
Lewis Cliff 87266,13727,Valid,OC,Found,1987,-84.3514,161.37662,0.005
Lewis Cliff 87295,13755,Valid,AA,Found,1987,-84.36404,161.3835,0.02
MacAlpine Hills 87303,15246,Valid,OC,Found,1987,-84.21667,160.5,0.2542
MacAlpine Hills 87304,15247,Valid,OC,Found,1987,-84.21667,160.5,1.433
Roosevelt County 110,48991,Valid,OC,Found,1987,33.736667,-103.623333,0.0737
Pampa (e),18087,Valid,OC,Found,1987,-23.2,-70.43333,10.0
Greenwell Springs,11195,Valid,OC,Found,1987,30.51528,-91.01222,0.664
Queen Alexandra Range 87400,19003,Valid,OC,Found,1987,-84.41065,163.75571,0.1187
Queen Alexandra Range 87401,19004,Valid,OC,Found,1987,-84.41511,163.67432,4.8662
Rancho Blanco,22388,Valid,AA,Found,1987,24.3,-102.18333,0.155
Sukhoj Liman,23739,Valid,OC,Found,1987,46.4,30.8,48.0
Maria da Fé,15416,Valid,MIM,Found,1987,-22.3,-45.36667,18.0
Gilzem,10916,Valid,OC,Found,1987,49.87361,6.50556,0.436
Lewis Cliff 87071,13544,Valid,OC,Found,1987,-84.25388,161.38958,0.0053
Allan Hills 87900,1038,Valid,OC,Found,1987,-76.75009,159.34471,8.0
Allan Hills 87901,1039,Valid,OC,Found,1987,-76.70624,159.3175,0.0215
Allan Hills 87902,1040,Valid,OC,Found,1987,-76.76492,159.43019,0.0773
Allan Hills 87903,1041,Valid,OC,Found,1987,-76.73942,159.38213,0.0322
Allan Hills 87904,1042,Valid,OC,Found,1987,-76.70388,159.35405,0.0272
Allan Hills 87905,1043,Valid,OC,Found,1987,-76.74904,159.2888,0.028300000000000002
Villa Natamoros,24178,Valid,OC,Found,1987,26.75,-105.4,0.156
Lewis Cliff 87257,13718,Valid,OC,Found,1987,-84.27249,161.71793,0.0135
MacAlpine Hills 87320,15263,Valid,CC,Found,1987,-84.21667,160.5,0.0162
MacAlpine Hills 87318,15261,Valid,OC,Found,1987,-84.21667,160.5,0.19690000000000002
MacAlpine Hills 87302,15245,Valid,OC,Found,1987,-84.21667,160.5,1.0946
MacAlpine Hills 87300,15243,Valid,CC,Found,1987,-84.21667,160.5,0.1675
MacAlpine Hills 87301,15244,Valid,CC,Found,1987,-84.21667,160.5,0.11090000000000001
MacAlpine Hills 87305,15248,Valid,OC,Found,1987,-84.21667,160.5,1.2442
MacAlpine Hills 87306,15249,Valid,OC,Found,1987,-84.21667,160.5,1.1987
MacAlpine Hills 87307,15250,Valid,OC,Found,1987,-84.21667,160.5,1.0555999999999999
MacAlpine Hills 87308,15251,Valid,OC,Found,1987,-84.21667,160.5,0.7707999999999999
MacAlpine Hills 87319,15262,Valid,OC,Found,1987,-84.21667,160.5,0.0862
MacAlpine Hills 87309,15252,Valid,OC,Found,1987,-84.21667,160.5,0.6847000000000001
MacAlpine Hills 87311,15254,Valid,OC,Found,1987,-84.21667,160.5,0.3128
MacAlpine Hills 87312,15255,Valid,OC,Found,1987,-84.21667,160.5,0.3225
MacAlpine Hills 87313,15256,Valid,OC,Found,1987,-84.21667,160.5,0.43
MacAlpine Hills 87314,15257,Valid,OC,Found,1987,-84.21667,160.5,0.31930000000000003
MacAlpine Hills 87315,15258,Valid,OC,Found,1987,-84.21667,160.5,0.2191
MacAlpine Hills 87316,15259,Valid,OC,Found,1987,-84.21667,160.5,0.013300000000000001
MacAlpine Hills 87317,15260,Valid,OC,Found,1987,-84.21667,160.5,0.1205
MacAlpine Hills 87310,15253,Valid,OC,Found,1987,-84.21667,160.5,0.411
Lewis Cliff 87256,13717,Valid,OC,Found,1987,-84.2724,161.71903,0.0066
Lewis Cliff 87255,13716,Valid,OC,Found,1987,-84.27261,161.71609,0.039700000000000006
Lewis Cliff 87254,13715,Valid,OC,Found,1987,-84.28333,161.08333,0.0128
Lewis Cliff 87193,13658,Valid,OC,Found,1987,-84.2725,161.71975,0.0246
Lewis Cliff 87194,13659,Valid,OC,Found,1987,-84.34881,161.44719,0.0577
Lewis Cliff 87195,13660,Valid,OC,Found,1987,-84.34675,161.32205,0.0221
Lewis Cliff 87196,13661,Valid,OC,Found,1987,-84.37997,161.18202,0.0833
Lewis Cliff 87197,13662,Valid,OC,Found,1987,-84.27357,161.69559,0.0104
Lewis Cliff 87198,13663,Valid,OC,Found,1987,-84.27322,161.70356,0.047200000000000006
Lewis Cliff 87199,13664,Valid,OC,Found,1987,-84.27357,161.69601,0.11370000000000001
Lewis Cliff 87192,13657,Valid,OC,Found,1987,-84.28333,161.08333,0.024
Lewis Cliff 87200,13665,Valid,OC,Found,1987,-84.38407,162.09283,0.0171
Lewis Cliff 87202,13667,Valid,OC,Found,1987,-84.27257,161.71645,0.0208
Lewis Cliff 87203,13668,Valid,OC,Found,1987,-84.27359,161.69498,0.0207
Lewis Cliff 87204,13669,Valid,OC,Found,1987,-84.27341,161.70262,0.047700000000000006
Lewis Cliff 87205,13670,Valid,OC,Found,1987,-84.2726,161.71632,0.0513
Lewis Cliff 87206,13671,Valid,OC,Found,1987,-84.27234,161.72048,0.0063
Lewis Cliff 87207,13672,Valid,OC,Found,1987,-84.27342,161.69847,0.0402
Lewis Cliff 87208,13673,Valid,OC,Found,1987,-84.28333,161.08333,0.0345
Lewis Cliff 87201,13666,Valid,OC,Found,1987,-84.2732,161.69924,0.0195
Lewis Cliff 87209,13674,Valid,OC,Found,1987,-84.34524,161.41005,0.0536
Lewis Cliff 87191,13656,Valid,OC,Found,1987,-84.27332,161.70061,0.0067
Lewis Cliff 87189,13654,Valid,OC,Found,1987,-84.27255,161.718,0.030600000000000002
Lewis Cliff 87172,13638,Valid,OC,Found,1987,-84.354,161.38306,0.0932
Lewis Cliff 87173,13639,Valid,OC,Found,1987,-84.3479,161.4431,0.0451
Lewis Cliff 87174,13640,Valid,OC,Found,1987,-84.35231,161.20166,0.1015
Lewis Cliff 87175,13641,Valid,OC,Found,1987,-84.35436,161.13518,0.1274
Lewis Cliff 87176,13642,Valid,OC,Found,1987,-84.34674,161.32979,0.0342
Lewis Cliff 87177,13643,Valid,OC,Found,1987,-84.34434,161.46808,0.012199999999999999
Lewis Cliff 87179,13644,Valid,OC,Found,1987,-84.27465,161.40475,0.004900000000000001
Lewis Cliff 87190,13655,Valid,OC,Found,1987,-84.25366,161.40634,0.0241
Lewis Cliff 87180,13645,Valid,OC,Found,1987,-84.27162,161.38952,0.0366
Lewis Cliff 87182,13647,Valid,OC,Found,1987,-84.34858,161.40691,0.0601
Lewis Cliff 87183,13648,Valid,OC,Found,1987,-84.27345,161.70253,0.0579
Lewis Cliff 87184,13649,Valid,OC,Found,1987,-84.27339,161.70039,0.047200000000000006
Lewis Cliff 87185,13650,Valid,OC,Found,1987,-84.27329,161.70185,0.0054
Lewis Cliff 87186,13651,Valid,OC,Found,1987,-84.27337,161.70274,0.027399999999999997
Lewis Cliff 87187,13652,Valid,OC,Found,1987,-84.27247,161.71967,0.0063
Lewis Cliff 87188,13653,Valid,OC,Found,1987,-84.2725,161.71705,0.011
Lewis Cliff 87181,13646,Valid,OC,Found,1987,-84.28333,161.08333,0.038299999999999994
Lewis Cliff 87170,13636,Valid,OC,Found,1987,-84.34664,161.32782,0.0002
Lewis Cliff 87210,13675,Valid,OC,Found,1987,-84.3724,161.1059,0.1195
Lewis Cliff 87213,13677,Valid,OC,Found,1987,-84.34223,161.42208,0.056100000000000004
Lewis Cliff 87236,13698,Valid,OC,Found,1987,-84.27275,161.71594,0.0235
Lewis Cliff 87237,13699,Valid,UN,Found,1987,-84.34651,161.3197,0.0019
Lewis Cliff 87239,13700,Valid,OC,Found,1987,-84.34221,161.39347,0.0036
Lewis Cliff 87240,13701,Valid,OC,Found,1987,-84.27288,161.71293,0.0443
Lewis Cliff 87242,13703,Valid,OC,Found,1987,-84.27283,161.7127,0.0173
Lewis Cliff 87243,13704,Valid,OC,Found,1987,-84.27281,161.71292,0.0348
Lewis Cliff 87244,13705,Valid,OC,Found,1987,-84.35382,161.42945,0.0356
Lewis Cliff 87235,13697,Valid,OC,Found,1987,-84.34417,161.466,0.0011
Lewis Cliff 87245,13706,Valid,OC,Found,1987,-84.35991,161.16657,0.0275
Lewis Cliff 87247,13708,Valid,OC,Found,1987,-84.35864,161.39523,0.0676
Lewis Cliff 87248,13709,Valid,OC,Found,1987,-84.28333,161.08333,0.013800000000000002
Lewis Cliff 87249,13710,Valid,CC,Found,1987,-84.34145,161.4094,0.0031
Lewis Cliff 87250,13711,Valid,CC,Found,1987,-84.34038,161.40096,0.0017
Lewis Cliff 87251,13712,Valid,OC,Found,1987,-84.34417,161.46599,0.0007
Lewis Cliff 87252,13713,Valid,OC,Found,1987,-84.34604,161.31273,0.0006
Lewis Cliff 87253,13714,Valid,OC,Found,1987,-84.27303,161.70791,0.0039
Lewis Cliff 87246,13707,Valid,OC,Found,1987,-84.34187,161.39352,0.0313
