name,id,nametype,recclass,fall,year,reclat,reclong,mass (Kg)
Mount Wisting 95305,16815,Valid,OC,Found,1995,-86.45,-165.43333,0.039200000000000006
Mount Wisting 95304,16814,Valid,OC,Found,1995,-86.45,-165.43333,0.0404
Mount Wisting 95303,16813,Valid,OC,Found,1995,-86.45,-165.43333,0.11320000000000001
Dar al Gani 093,5609,Valid,OC,Found,1995,27.2705,16.04067,0.522
Dar al Gani 092,5608,Valid,OC,Found,1995,27.23317,16.02933,0.137
Dar al Gani 091,5607,Valid,OC,Found,1995,27.22017,16.03317,0.144
Dar al Gani 090,5606,Valid,OC,Found,1995,27.1585,16.03133,0.628
Dar al Gani 089,5605,Valid,OC,Found,1995,27.143,16.028,0.541
Dar al Gani 088,5604,Valid,OC,Found,1995,27.1425,16.0295,0.236
Dar al Gani 087,5603,Valid,OC,Found,1995,27.1355,16.03017,0.217
Dar al Gani 086,5602,Valid,OC,Found,1995,27.08433,16.119,0.237
Dar al Gani 085,5601,Valid,OC,Found,1995,27.04617,16.37217,0.153
Dar al Gani 084,5600,Valid,AA,Found,1995,27.04067,16.40433,0.277
Dar al Gani 071,5587,Valid,OC,Found,1995,27.056,16.399,0.392
Dar al Gani 072,5588,Valid,OC,Found,1995,27.1055,16.04583,0.117
Dar al Gani 073,5589,Valid,OC,Found,1995,27.12883,16.035,0.215
Dar al Gani 074,5590,Valid,OC,Found,1995,27.16033,16.03533,0.086
Dar al Gani 075,5591,Valid,OC,Found,1995,27.19967,16.03567,1.025
Dar al Gani 076,5592,Valid,OC,Found,1995,27.1045,16.00983,0.123
Dar al Gani 037,5553,Valid,OC,Found,1995,27.10767,16.32383,0.99
Grosvenor Mountains 95615,11343,Valid,OC,Found,1995,-85.66667,175.0,0.1105
Dar al Gani 078,5594,Valid,CC,Found,1995,27.10483,16.06317,0.838
Dar al Gani 079,5595,Valid,OC,Found,1995,27.11817,16.02717,0.252
Dar al Gani 080,5596,Valid,OC,Found,1995,27.10083,16.02333,0.216
Dar al Gani 081,5597,Valid,CC,Found,1995,27.11017,16.01817,0.125
Dar al Gani 082,5598,Valid,CC,Found,1995,27.167,15.93933,0.86
Dar al Gani 083,5599,Valid,CC,Found,1995,27.15967,15.96283,0.622
Dar al Gani 077,5593,Valid,OC,Found,1995,27.10733,16.02233,0.443
Frontier Mountain 95006,10691,Valid,OC,Found,1995,-72.96528,160.43111,0.1217
Dar al Gani 036,5552,Valid,OC,Found,1995,27.10383,16.30867,1.214
Dar al Gani 034,5550,Valid,OC,Found,1995,27.08267,16.13783,0.406
Coyote Dry Lake 001,30452,Valid,OC,Found,1995,35.05017,-116.76683,0.338
Mount Wisting 95302,16812,Valid,OC,Found,1995,-86.45,-165.43333,0.2362
Mount Wisting 95301,16811,Valid,OC,Found,1995,-86.45,-165.43333,0.2502
Mount Wisting 95300,16810,Valid,OC,Found,1995,-86.45,-165.43333,2.733
Mount Prestrud 95416,16802,Valid,OC,Found,1995,-86.56667,-165.11667,0.0237
Mount Prestrud 95415,16801,Valid,OC,Found,1995,-86.56667,-165.11667,0.0825
Mount Prestrud 95414,16800,Valid,OC,Found,1995,-86.56667,-165.11667,0.0932
Mount Prestrud 95413,16799,Valid,OC,Found,1995,-86.56667,-165.11667,0.10629999999999999
Mount Prestrud 95412,16798,Valid,AOC,Found,1995,-86.56667,-165.11667,0.0146
Mount Prestrud 95411,16797,Valid,AOC,Found,1995,-86.56667,-165.11667,0.0437
Mount Prestrud 95410,16796,Valid,AOC,Found,1995,-86.56667,-165.11667,0.0417
Mount Prestrud 95409,16795,Valid,OC,Found,1995,-86.56667,-165.11667,0.0332
Mount Prestrud 95408,16794,Valid,OC,Found,1995,-86.56667,-165.11667,0.048600000000000004
Mount Prestrud 95407,16793,Valid,OC,Found,1995,-86.56667,-165.11667,0.045200000000000004
Dar al Gani 031,5547,Valid,OC,Found,1995,27.18717,16.189,0.213
Mount Prestrud 95406,16792,Valid,OC,Found,1995,-86.56667,-165.11667,0.0724
Allan Hills 95109,1287,Valid,OC,Found,1995,-76.71667,159.66667,0.020300000000000002
Allan Hills 95108,1286,Valid,OC,Found,1995,-76.71667,159.66667,0.0087
Allan Hills 95107,1285,Valid,OC,Found,1995,-76.71667,159.66667,0.026199999999999998
Allan Hills 95106,1284,Valid,OC,Found,1995,-76.71667,159.66667,0.0014
Allan Hills 95105,1283,Valid,OC,Found,1995,-76.71667,159.66667,0.0011
Allan Hills 95104,1282,Valid,OC,Found,1995,-76.71667,159.66667,0.0015
Allan Hills 95103,1281,Valid,OC,Found,1995,-76.71667,159.66667,0.0129
Allan Hills 95102,1280,Valid,OC,Found,1995,-76.71667,159.66667,0.007
Allan Hills 95101,1279,Valid,OC,Found,1995,-76.71667,159.66667,0.012199999999999999
Hammadah al Hamra 112,11595,Valid,OC,Found,1995,28.64267,13.268,0.523
Allan Hills 95100,1278,Valid,OC,Found,1995,-76.71667,159.66667,0.0193
Falsey Draw,10072,Valid,OC,Found,1995,33.84333,-103.93667,4.18
Frontier Mountain 95001,10686,Valid,OC,Found,1995,-72.99133,160.417,0.0036
Frontier Mountain 95002,10687,Valid,CC,Found,1995,-72.97367,160.441,0.06459999999999999
Mount Prestrud 95405,16791,Valid,OC,Found,1995,-86.56667,-165.11667,0.0319
Dar al Gani 001,5517,Valid,OC,Found,1995,27.11767,16.0745,0.213
Dar al Gani 002,5518,Valid,OC,Found,1995,27.1255,16.05817,5.105
Dar al Gani 003,5519,Valid,OC,Found,1995,27.12633,16.03067,2.02
Dar al Gani 033,5549,Valid,OC,Found,1995,27.0805,16.12567,0.126
Dar al Gani 032,5548,Valid,CC,Found,1995,27.08467,16.03683,0.579
Dar al Gani 030,5546,Valid,OC,Found,1995,27.1915,16.1345,0.404
Dar al Gani 029,5545,Valid,OC,Found,1995,27.20167,16.093,1.62
Dar al Gani 028,5544,Valid,OC,Found,1995,27.225,15.0295,0.231
Dar al Gani 027,5543,Valid,CC,Found,1995,27.12783,15.97117,0.281
Dar al Gani 026,5542,Valid,OC,Found,1995,27.11417,16.0015,0.236
Dar al Gani 025,5541,Valid,CC,Found,1995,27.10483,16.01133,0.483
Dar al Gani 024,5540,Valid,OC,Found,1995,27.10483,16.01133,0.113
Dar al Gani 023,5539,Valid,CC,Found,1995,27.09767,16.0255,0.031
Dar al Gani 022,5538,Valid,OC,Found,1995,27.0775,16.16917,0.362
Dar al Gani 021,5537,Valid,OC,Found,1995,27.07717,16.193,0.083
Dar al Gani 020,5536,Valid,OC,Found,1995,27.07717,16.19317,1.19
Dar al Gani 019,5535,Valid,OC,Found,1995,27.08083,16.201,3.096
Dar al Gani 018,5534,Valid,OC,Found,1995,27.092,16.3,0.287
Dar al Gani 017,5533,Valid,OC,Found,1995,27.09267,16.31317,0.713
Dar al Gani 016,5532,Valid,OC,Found,1995,27.098,16.32233,0.516
Dar al Gani 004,5520,Valid,OC,Found,1995,27.155,15.95833,0.237
Dar al Gani 005,5521,Valid,CC,Found,1995,27.1565,15.9525,1.932
Dar al Gani 006,5522,Valid,CC,Found,1995,27.16983,15.9255,3.13
Dar al Gani 007,5523,Valid,OC,Found,1995,27.16233,16.09533,0.331
Hot Springs,11912,Valid,MIM,Found,1995,39.66667,-118.96667,4.7
Dar al Gani 008,5524,Valid,OC,Found,1995,27.15833,16.11467,1.925
Dar al Gani 035,5551,Valid,OC,Found,1995,27.08683,16.17483,0.199
Dar al Gani 009,5525,Valid,OC,Found,1995,27.15267,16.1565,2.235
Hughes 026,11950,Valid,AA,Found,1995,-30.0,129.16667,0.36
Dar al Gani 011,5527,Valid,OC,Found,1995,27.16467,16.16917,0.898
Dar al Gani 012,5528,Valid,OC,Found,1995,27.132,16.29767,0.769
Dar al Gani 013,5529,Valid,AOC,Found,1995,27.1295,16.3435,0.205
Dar al Gani 014,5530,Valid,OC,Found,1995,27.10917,16.46617,0.147
Dar al Gani 015,5531,Valid,OC,Found,1995,27.107,16.39333,0.619
Dar al Gani 010,5526,Valid,OC,Found,1995,27.15217,16.17317,0.072
Hammadah al Hamra 111,11594,Valid,OC,Found,1995,28.62317,13.13167,1.304
Hammadah al Hamra 163,11646,Valid,OC,Found,1995,28.54483,13.35217,0.648
Hammadah al Hamra 109,11592,Valid,OC,Found,1995,28.5885,12.95283,4.777
Grosvenor Mountains 95567,11295,Valid,OC,Found,1995,-85.66667,175.0,0.1545
Grosvenor Mountains 95568,11296,Valid,OC,Found,1995,-85.66667,175.0,0.1397
Grosvenor Mountains 95569,11297,Valid,OC,Found,1995,-85.66667,175.0,0.0466
Grosvenor Mountains 95570,11298,Valid,OC,Found,1995,-85.66667,175.0,0.1462
Grosvenor Mountains 95571,11299,Valid,OC,Found,1995,-85.66667,175.0,0.0514
Grosvenor Mountains 95572,11300,Valid,OC,Found,1995,-85.66667,175.0,0.0848
Grosvenor Mountains 95573,11301,Valid,OC,Found,1995,-85.66667,175.0,0.0896
Grosvenor Mountains 95574,11302,Valid,AA,Found,1995,-85.66667,175.0,0.09062
Roosevelt County 095,22750,Valid,OC,Found,1995,34.09167,-103.50167,0.0121
Grosvenor Mountains 95575,11303,Valid,AA,Found,1995,-85.66667,175.0,0.13777
Grosvenor Mountains 95576,11304,Valid,OC,Found,1995,-85.66667,175.0,0.053399999999999996
Grosvenor Mountains 95577,11305,Valid,CC,Found,1995,-85.66667,175.0,0.1062
Grosvenor Mountains 95578,11306,Valid,OC,Found,1995,-85.66667,175.0,0.0161
Grosvenor Mountains 95579,11307,Valid,OC,Found,1995,-85.66667,175.0,0.15869999999999998
Grosvenor Mountains 95580,11308,Valid,OC,Found,1995,-85.66667,175.0,0.0751
Grosvenor Mountains 95581,11309,Valid,AA,Found,1995,-85.66667,175.0,0.0494
Grosvenor Mountains 95582,11310,Valid,OC,Found,1995,-85.66667,175.0,0.0086
Grosvenor Mountains 95596,11324,Valid,OC,Found,1995,-85.66667,175.0,0.01269
Grosvenor Mountains 95595,11323,Valid,OC,Found,1995,-85.66667,175.0,0.14809999999999998
Grosvenor Mountains 95594,11322,Valid,OC,Found,1995,-85.66667,175.0,0.0773
Grosvenor Mountains 95593,11321,Valid,OC,Found,1995,-85.66667,175.0,0.0128
Grosvenor Mountains 95592,11320,Valid,OC,Found,1995,-85.66667,175.0,0.0864
Grosvenor Mountains 95591,11319,Valid,OC,Found,1995,-85.66667,175.0,0.11120000000000001
Grosvenor Mountains 95566,11294,Valid,CC,Found,1995,-85.66667,175.0,0.0507
Grosvenor Mountains 95590,11318,Valid,OC,Found,1995,-85.66667,175.0,0.1258
Grosvenor Mountains 95588,11316,Valid,OC,Found,1995,-85.66667,175.0,0.11120000000000001
Grosvenor Mountains 95587,11315,Valid,OC,Found,1995,-85.66667,175.0,0.1177
Grosvenor Mountains 95586,11314,Valid,OC,Found,1995,-85.66667,175.0,0.0928
Grosvenor Mountains 95585,11313,Valid,OC,Found,1995,-85.66667,175.0,0.0886
Grosvenor Mountains 95584,11312,Valid,OC,Found,1995,-85.66667,175.0,0.1383
Grosvenor Mountains 95583,11311,Valid,OC,Found,1995,-85.66667,175.0,0.1082
Grosvenor Mountains 95589,11317,Valid,OC,Found,1995,-85.66667,175.0,0.1278
Grosvenor Mountains 95565,11293,Valid,OC,Found,1995,-85.66667,175.0,0.1675
Grosvenor Mountains 95564,11292,Valid,OC,Found,1995,-85.66667,175.0,0.2642
Grosvenor Mountains 95563,11291,Valid,OC,Found,1995,-85.66667,175.0,0.2094
Grosvenor Mountains 95544,11272,Valid,OC,Found,1995,-85.66667,175.0,0.626
Grosvenor Mountains 95543,11271,Valid,OC,Found,1995,-85.66667,175.0,0.22290000000000001
Grosvenor Mountains 95542,11270,Valid,OC,Found,1995,-85.66667,175.0,0.2767
Grosvenor Mountains 95541,11269,Valid,OC,Found,1995,-85.66667,175.0,0.2652
Grosvenor Mountains 95540,11268,Valid,OC,Found,1995,-85.66667,175.0,0.2551
Grosvenor Mountains 95539,11267,Valid,OC,Found,1995,-85.66667,175.0,0.2698
Grosvenor Mountains 95545,11273,Valid,OC,Found,1995,-85.66667,175.0,0.1421
Grosvenor Mountains 95538,11266,Valid,OC,Found,1995,-85.66667,175.0,0.3533
Grosvenor Mountains 95536,11264,Valid,OC,Found,1995,-85.66667,175.0,0.3312
Grosvenor Mountains 95535,11263,Valid,AA,Found,1995,-85.66667,175.0,0.0538
Grosvenor Mountains 95534,11262,Valid,AA,Found,1995,-85.66667,175.0,0.0179
Grosvenor Mountains 95533,11261,Valid,AA,Found,1995,-85.66667,175.0,0.6132000000000001
Grosvenor Mountains 95532,11260,Valid,OC,Found,1995,-85.66667,175.0,0.3484
Grosvenor Mountains 95531,11259,Valid,OC,Found,1995,-85.66667,175.0,0.7232999999999999
Grosvenor Mountains 95537,11265,Valid,OC,Found,1995,-85.66667,175.0,0.25889999999999996
Grosvenor Mountains 95597,11325,Valid,OC,Found,1995,-85.66667,175.0,0.07690000000000001
Grosvenor Mountains 95546,11274,Valid,OC,Found,1995,-85.66667,175.0,0.2008
Grosvenor Mountains 95548,11276,Valid,OC,Found,1995,-85.66667,175.0,0.2296
Grosvenor Mountains 95562,11290,Valid,OC,Found,1995,-85.66667,175.0,0.2605
Grosvenor Mountains 95561,11289,Valid,OC,Found,1995,-85.66667,175.0,0.2363
Grosvenor Mountains 95560,11288,Valid,OC,Found,1995,-85.66667,175.0,0.2337
Grosvenor Mountains 95559,11287,Valid,OC,Found,1995,-85.66667,175.0,0.2022
Grosvenor Mountains 95558,11286,Valid,OC,Found,1995,-85.66667,175.0,0.2024
Grosvenor Mountains 95557,11285,Valid,OC,Found,1995,-85.66667,175.0,0.1991
Grosvenor Mountains 95547,11275,Valid,OC,Found,1995,-85.66667,175.0,0.2815
Grosvenor Mountains 95556,11284,Valid,OC,Found,1995,-85.66667,175.0,0.1698
Grosvenor Mountains 95554,11282,Valid,OC,Found,1995,-85.66667,175.0,0.2019
Grosvenor Mountains 95553,11281,Valid,OC,Found,1995,-85.66667,175.0,0.21569999999999998
Grosvenor Mountains 95552,11280,Valid,OC,Found,1995,-85.66667,175.0,0.182
Grosvenor Mountains 95551,11279,Valid,UN,Found,1995,-85.66667,175.0,0.2134
Grosvenor Mountains 95550,11278,Valid,OC,Found,1995,-85.66667,175.0,0.17
Grosvenor Mountains 95549,11277,Valid,OC,Found,1995,-85.66667,175.0,0.18030000000000002
Grosvenor Mountains 95555,11283,Valid,AA,Found,1995,-85.66667,175.0,0.2506
Grosvenor Mountains 95530,11258,Valid,OC,Found,1995,-85.66667,175.0,0.6033999999999999
Grosvenor Mountains 95598,11326,Valid,OC,Found,1995,-85.66667,175.0,0.0144
Grosvenor Mountains 95600,11328,Valid,OC,Found,1995,-85.66667,175.0,0.0198
Grosvenor Mountains 95649,11375,Valid,OC,Found,1995,-85.66667,175.0,0.0891
Grosvenor Mountains 95648,11374,Valid,OC,Found,1995,-85.66667,175.0,0.0938
Grosvenor Mountains 95647,11373,Valid,OC,Found,1995,-85.66667,175.0,0.0571
Grosvenor Mountains 95646,11372,Valid,OC,Found,1995,-85.66667,175.0,0.0086
Grosvenor Mountains 95645,11371,Valid,CC,Found,1995,-85.66667,175.0,0.00242
Grosvenor Mountains 95644,11370,Valid,OC,Found,1995,-85.66667,175.0,0.010199999999999999
Grosvenor Mountains 95643,11369,Valid,OC,Found,1995,-85.66667,175.0,0.012199999999999999
Grosvenor Mountains 95642,11368,Valid,OC,Found,1995,-85.66667,175.0,0.0095
Grosvenor Mountains 95641,11367,Valid,OC,Found,1995,-85.66667,175.0,0.0219
Grosvenor Mountains 95640,11366,Valid,OC,Found,1995,-85.66667,175.0,0.033299999999999996
Grosvenor Mountains 95639,11365,Valid,OC,Found,1995,-85.66667,175.0,0.0823
Grosvenor Mountains 95638,11364,Valid,OC,Found,1995,-85.66667,175.0,0.09090000000000001
Grosvenor Mountains 95637,11363,Valid,OC,Found,1995,-85.66667,175.0,0.293
Grosvenor Mountains 95636,11362,Valid,OC,Found,1995,-85.66667,175.0,0.1259
Grosvenor Mountains 95635,11361,Valid,OC,Found,1995,-85.66667,175.0,0.0755
Grosvenor Mountains 95634,11360,Valid,OC,Found,1995,-85.66667,175.0,0.1198
Grosvenor Mountains 95633,11359,Valid,AA,Found,1995,-85.66667,175.0,0.0581
Grosvenor Mountains 95617,11345,Valid,OC,Found,1995,-85.66667,175.0,0.040299999999999996
Grosvenor Mountains 95618,11346,Valid,OC,Found,1995,-85.66667,175.0,0.026699999999999998
Grosvenor Mountains 95619,11347,Valid,OC,Found,1995,-85.66667,175.0,0.0305
Grosvenor Mountains 95620,11348,Valid,OC,Found,1995,-85.66667,175.0,0.1613
Grosvenor Mountains 95622,11349,Valid,OC,Found,1995,-85.66667,175.0,0.0576
Grosvenor Mountains 95623,11350,Valid,OC,Found,1995,-85.66667,175.0,0.0407
Grosvenor Mountains 95650,11376,Valid,OC,Found,1995,-85.66667,175.0,0.0843
Grosvenor Mountains 95624,11351,Valid,OC,Found,1995,-85.66667,175.0,0.0119
Grosvenor Mountains 95626,11353,Valid,EC,Found,1995,-85.66667,175.0,0.0522
Grosvenor Mountains 95627,11354,Valid,OC,Found,1995,-85.66667,175.0,0.1865
Grosvenor Mountains 95628,11355,Valid,OC,Found,1995,-85.66667,175.0,0.0212
Grosvenor Mountains 95629,11356,Valid,OC,Found,1995,-85.66667,175.0,0.1133
Grosvenor Mountains 95630,11357,Valid,OC,Found,1995,-85.66667,175.0,0.0715
Grosvenor Mountains 95631,11358,Valid,OC,Found,1995,-85.66667,175.0,0.07959999999999999
Grosvenor Mountains 95625,11352,Valid,OC,Found,1995,-85.66667,175.0,0.0886
Grosvenor Mountains 95651,11377,Valid,OC,Found,1995,-85.66667,175.0,0.0935
Grosvenor Mountains 95652,11378,Valid,CC,Found,1995,-85.66667,175.0,0.09333
Grosvenor Mountains 95653,11379,Valid,OC,Found,1995,-85.66667,175.0,0.059
Grosvenor Mountains 95612,11340,Valid,OC,Found,1995,-85.66667,175.0,0.0436
Grosvenor Mountains 95611,11339,Valid,OC,Found,1995,-85.66667,175.0,0.026699999999999998
Grosvenor Mountains 95610,11338,Valid,OC,Found,1995,-85.66667,175.0,0.0251
Hammadah al Hamra 110,11593,Valid,OC,Found,1995,28.60017,12.91783,0.262
Grosvenor Mountains 95608,11336,Valid,AA,Found,1995,-85.66667,175.0,0.00608
Reid 017,22572,Valid,OC,Found,1995,-30.16667,128.91667,0.11
Grosvenor Mountains 95613,11341,Valid,OC,Found,1995,-85.66667,175.0,0.0588
Reid 016,22571,Valid,AA,Found,1995,-30.16667,129.0,0.11
Grosvenor Mountains 95606,11334,Valid,OC,Found,1995,-85.66667,175.0,0.0158
Grosvenor Mountains 95605,11333,Valid,OC,Found,1995,-85.66667,175.0,0.0292
Grosvenor Mountains 95604,11332,Valid,OC,Found,1995,-85.66667,175.0,0.15319999999999998
Grosvenor Mountains 95603,11331,Valid,OC,Found,1995,-85.66667,175.0,0.0431
Grosvenor Mountains 95602,11330,Valid,AA,Found,1995,-85.66667,175.0,0.0515
Grosvenor Mountains 95601,11329,Valid,OC,Found,1995,-85.66667,175.0,0.15619999999999998
Grosvenor Mountains 95607,11335,Valid,OC,Found,1995,-85.66667,175.0,0.0714
Grosvenor Mountains 95599,11327,Valid,OC,Found,1995,-85.66667,175.0,0.0757
Grosvenor Mountains 95614,11342,Valid,OC,Found,1995,-85.66667,175.0,0.0295
Rio Limay,22609,Valid,OC,Found,1995,-39.85,-69.48333,280.0
Grosvenor Mountains 95654,11380,Valid,OC,Found,1995,-85.66667,175.0,0.06709999999999999
Grosvenor Mountains 95655,11381,Valid,OC,Found,1995,-85.66667,175.0,0.0116
Grosvenor Mountains 95656,11382,Valid,OC,Found,1995,-85.66667,175.0,0.027399999999999997
Grosvenor Mountains 95657,11383,Valid,OC,Found,1995,-85.66667,175.0,0.0207
Grosvenor Mountains 95658,11384,Valid,OC,Found,1995,-85.66667,175.0,0.05762
Grosvenor Mountains 95659,11385,Valid,OC,Found,1995,-85.66667,175.0,0.006900000000000001
Rincon,22606,Valid,OC,Found,1995,-23.87083,-67.17639,0.2494
Grosvenor Mountains 95660,11386,Valid,OC,Found,1995,-85.66667,175.0,0.1316
Grosvenor Mountains 95662,11388,Valid,OC,Found,1995,-85.66667,175.0,0.112
Grosvenor Mountains 95663,11389,Valid,OC,Found,1995,-85.66667,175.0,0.0434
Grosvenor Mountains 95664,11390,Valid,OC,Found,1995,-85.66667,175.0,0.0897
Grosvenor Mountains 95665,11391,Valid,OC,Found,1995,-85.66667,175.0,0.1273
Grosvenor Mountains 95666,11392,Valid,OC,Found,1995,-85.66667,175.0,0.0665
Grosvenor Mountains 95668,11393,Valid,OC,Found,1995,-85.66667,175.0,0.0723
Grosvenor Mountains 95661,11387,Valid,OC,Found,1995,-85.66667,175.0,0.0172
Grosvenor Mountains 95529,11257,Valid,OC,Found,1995,-85.66667,175.0,0.2506
Grosvenor Mountains 95609,11337,Valid,OC,Found,1995,-85.66667,175.0,0.032600000000000004
Frontier Mountain 95021,10706,Valid,OC,Found,1995,-72.95417,160.43639,0.0018
Frontier Mountain 95024,10709,Valid,OC,Found,1995,-72.9525,160.50833,0.0063
Frontier Mountain 95025,10710,Valid,OC,Found,1995,-72.99667,160.41722,0.0004
Frontier Mountain 95027,10712,Valid,OC,Found,1995,-72.95417,160.43639,0.0009
Frontier Mountain 95028,10713,Valid,AA,Found,1995,-72.95111,160.51389,0.013900000000000001
Frontier Mountain 95029,10714,Valid,PA,Found,1995,-72.99133,160.417,0.0083
Frontier Mountain 95030,10715,Valid,OC,Found,1995,-72.95267,160.50117,0.013099999999999999
Frontier Mountain 95031,10716,Valid,OC,Found,1995,-72.95111,160.50833,0.0005
Frontier Mountain 95032,10717,Valid,OC,Found,1995,-72.98944,160.41222,0.0174
Frontier Mountain 95033,10718,Valid,OC,Found,1995,-72.95389,160.43361,0.023899999999999998
Frontier Mountain 95034,10719,Valid,OC,Found,1995,-72.95472,160.40889,0.0012
Frontier Mountain 95035,10720,Valid,OC,Found,1995,-72.98944,160.40944,0.0048
Frontier Mountain 95036,10721,Valid,OC,Found,1995,-72.9515,160.505,0.0215
Frontier Mountain 95037,10722,Valid,OC,Found,1995,-72.95111,160.51389,0.0005
Willow Grove,24277,Valid,UN,Found,1995,-38.10306,146.18111,11.7
Frontier Mountain 95023,10708,Valid,OC,Found,1995,-72.98972,160.40778,0.0014
Frontier Mountain 95038,10723,Valid,OC,Found,1995,-72.98917,160.40889,0.0028
Frontier Mountain 95040,10725,Valid,OC,Found,1995,-72.95267,160.5535,0.008400000000000001
Frontier Mountain 95041,10726,Valid,OC,Found,1995,-72.95472,160.44,0.0157
Frontier Mountain 95043,10728,Valid,OC,Found,1995,-72.95139,160.50889,0.0057
Frontier Mountain 95044,10729,Valid,OC,Found,1995,-72.95306,160.46361,0.0107
Frontier Mountain 95045,10730,Valid,OC,Found,1995,-72.95133,160.51667,0.0060999999999999995
Frontier Mountain 95046,10731,Valid,OC,Found,1995,-72.99133,160.417,0.0132
Frontier Mountain 95047,10732,Valid,OC,Found,1995,-72.987,160.40733,0.0036
Frontier Mountain 95048,10733,Valid,OC,Found,1995,-72.95833,160.50317,0.0035
Garabato,10856,Valid,OC,Found,1995,-28.86667,-60.2,160.0
Gold Basin,10940,Valid,OC,Found,1995,35.875,-114.23333,61.0
Graves Nunataks 95200,10960,Valid,OC,Found,1995,-86.71667,-141.5,25.0661
Graves Nunataks 95201,10961,Valid,OC,Found,1995,-86.71667,-141.5,2.9905
Graves Nunataks 95202,10962,Valid,OC,Found,1995,-86.71667,-141.5,2.0064
Graves Nunataks 95203,10963,Valid,OC,Found,1995,-86.71667,-141.5,1.2059000000000002
Frontier Mountain 95039,10724,Valid,OC,Found,1995,-72.98833,160.40861,0.0012
Graves Nunataks 95204,10964,Valid,OC,Found,1995,-86.71667,-141.5,1.1737
Frontier Mountain 95022,10707,Valid,OC,Found,1995,-72.95306,160.46361,0.0039
Frontier Mountain 95019,10704,Valid,OC,Found,1995,-72.95472,160.44,0.013
Hammadah al Hamra 099,11582,Valid,OC,Found,1995,28.636,13.37917,1.72
Hammadah al Hamra 100,11583,Valid,OC,Found,1995,28.65717,13.32717,0.175
Hammadah al Hamra 101,11584,Valid,OC,Found,1995,28.662,13.29733,1.455
Hammadah al Hamra 102,11585,Valid,OC,Found,1995,28.61467,13.16,0.184
Hammadah al Hamra 103,11586,Valid,OC,Found,1995,28.61817,13.1715,4.76
Hammadah al Hamra 104,11587,Valid,OC,Found,1995,28.67683,13.42217,0.205
Hammadah al Hamra 105,11588,Valid,OC,Found,1995,28.6765,13.42767,0.747
Hammadah al Hamra 106,11589,Valid,OC,Found,1995,28.579,13.33033,1.75
Grosvenor Mountains 95528,11256,Valid,OC,Found,1995,-85.66667,175.0,0.35860000000000003
Hammadah al Hamra 098,11581,Valid,OC,Found,1995,28.62617,13.40067,0.17
Hammadah al Hamra 097,11580,Valid,OC,Found,1995,28.62167,13.45033,5.58
Hammadah al Hamra 096,11579,Valid,OC,Found,1995,28.60333,13.43667,0.548
Hammadah al Hamra 095,11578,Valid,OC,Found,1995,28.60683,13.168,0.339
Hammadah al Hamra 094,11577,Valid,OC,Found,1995,28.60083,13.45783,0.165
Frontier Mountain 95020,10705,Valid,OC,Found,1995,-72.98917,160.40861,0.0022
Hammadah al Hamra 093,11576,Valid,OC,Found,1995,28.66467,13.38117,0.197
Hammadah al Hamra 091,11574,Valid,OC,Found,1995,28.50083,13.10533,0.803
Hammadah al Hamra 090,11573,Valid,OC,Found,1995,28.4875,13.22417,1.914
Hammadah al Hamra 089,11572,Valid,OC,Found,1995,28.46717,13.317,1.379
Hammadah al Hamra 088,11571,Valid,OC,Found,1995,28.58483,13.38733,0.21
Hammadah al Hamra 087,11570,Valid,OC,Found,1995,28.59583,13.269,22.114
Hammadah al Hamra 086,11569,Valid,OC,Found,1995,28.62,13.36183,0.515
Hammadah al Hamra 085,11568,Valid,OC,Found,1995,28.78483,12.91017,0.594
Hammadah al Hamra 084,11567,Valid,OC,Found,1995,28.8165,12.60683,0.54
Hammadah al Hamra 083,11566,Valid,OC,Found,1995,28.66667,12.93333,0.396
Hammadah al Hamra 082,11565,Valid,OC,Found,1995,28.60783,13.17,0.487
Hammadah al Hamra 081,11564,Valid,OC,Found,1995,28.653,13.22183,0.25
Hammadah al Hamra 080,11563,Valid,OC,Found,1995,28.6495,13.02133,1.2
Frontier Mountain 95017,10702,Valid,OC,Found,1995,-72.99667,160.41722,0.0021000000000000003
Frontier Mountain 95018,10703,Valid,OC,Found,1995,-72.95417,160.43639,0.013900000000000001
Hammadah al Hamra 092,11575,Valid,OC,Found,1995,28.66017,12.86633,0.14
Graves Nunataks 95205,10965,Valid,AA,Found,1995,-86.71667,-141.5,1.4598
Frontier Mountain 95042,10727,Valid,OC,Found,1995,-72.95067,160.50833,0.014199999999999999
Grosvenor Mountains 95507,11235,Valid,OC,Found,1995,-85.66667,175.0,1.0
Graves Nunataks 95231,10991,Valid,OC,Found,1995,-86.71667,-141.5,0.0162
Graves Nunataks 95232,10992,Valid,OC,Found,1995,-86.71667,-141.5,0.0689
Sleeper Camp 014,23640,Valid,OC,Found,1995,-30.18333,126.36667,0.066
Sierra Colorada,23588,Valid,OC,Found,1995,-40.8,-67.48333,71.3
Grosvenor Mountains 95520,11248,Valid,OC,Found,1995,-85.66667,175.0,0.6414
Great Sand Sea 006,11186,Valid,OC,Found,1995,26.76556,26.32361,0.045
Greaterville,11193,Valid,OC,Found,1995,31.76167,-110.75,0.048
Grosvenor Mountains 95500,11228,Valid,OC,Found,1995,-85.66667,175.0,10.0
Grosvenor Mountains 95501,11229,Valid,OC,Found,1995,-85.66667,175.0,8.0
